g1	g2	classe	cfopi	descri_simplif	dfi	aaaamm	valconGia	valconEfd	valconDif	icmsGia	icmsEfd	icmsDif	icmsstGia	icmsstEfd	icmsstDif
1-Receitas	02s - Comércio ST	E411	1411	Devolução de Venda Merc Adq de Terceiros ST	D	202008	-25037,97	-25037,97	0,0	-4092,6	-4092,6	0,0	-2301,27	-2301,27	0,0
1-Receitas	02s - Comércio ST	E411	1411	Devolução de Venda Merc Adq de Terceiros ST	D	202011	-316975,72	-316975,72	0,0	-51778,96	-51778,96	0,0	-29314,86	-29314,86	0,0
1-Receitas	02s - Comércio ST	E411	2411	Devolução de Venda Merc Adq de Terceiros ST	F	202007	-69277,8	-69277,8	0,0	-2202,91	-2202,91	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202001	654806,87	654806,87	0,0	106516,53	106516,53	0,0	63048,4	63048,4	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202002	643242,37	643242,37	0,0	104861,72	104861,72	0,0	60677,31	60677,31	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202003	1008515,76	1008515,76	0,0	164546,55	164546,55	0,0	94368,44	94368,44	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202004	118261,87	118261,87	0,0	19321,31	19321,31	0,0	10921,33	10921,33	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202005	617794,61	617794,61	0,0	100853,43	100853,43	0,0	57497,8	57497,8	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202006	432836,15	432836,15	0,0	70630,82	70630,82	0,0	40442,6	40442,6	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202007	742638,64	742638,64	0,0	120856,0	120856,0	0,0	71216,4	71216,4	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202008	827967,12	827967,12	0,0	134885,11	134885,11	0,0	78605,32	78605,32	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202009	985637,47	985637,47	0,0	160583,15	160583,15	0,0	93508,99	93508,99	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202010	1259465,39	1259465,39	0,0	204709,61	204709,61	0,0	122189,87	122189,87	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202011	3428262,61	3428262,61	0,0	559708,4	559708,4	0,0	318771,77	318771,77	0,0
1-Receitas	02s - Comércio ST	S403	5403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	D	202012	1808598,27	1808598,27	0,0	294918,74	294918,74	0,0	170160,81	170160,81	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202001	206568,38	206568,38	0,0	6443,51	6443,51	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202002	62852,73	62852,73	0,0	1956,38	1956,38	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202003	85394,01	85394,01	0,0	2652,13	2652,13	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202004	71855,51	71855,51	0,0	2211,95	2211,95	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202006	69277,8	69277,8	0,0	2202,91	2202,91	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202007	186192,3	186192,3	0,0	5770,73	5770,73	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202008	253984,53	253984,53	0,0	7918,23	7918,23	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202009	95287,96	95287,96	0,0	2982,36	2982,36	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202010	229735,83	229735,83	0,0	7128,67	7128,67	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202011	343984,71	343984,71	0,0	10699,7	10699,7	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	S403	6403	Venda Merc Adq de Terceiros ST, condição de Contrib. Substituto	F	202012	221235,51	221235,51	0,0	6844,21	6844,21	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	E204	2204	Devol.Venda Merc Adq de Terceiros p/Z.Franca	F	202009	-1796,43	-1796,43	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S104	5104	Venda Merc Adq de Terceiros efetuada Fora do Estabelecimento	D	202004	2244,58	2244,58	0,0	404,02	404,02	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S104	6104	Venda Merc Adq de Terceiros efetuada Fora do Estabelecimento	F	202002	10154,34	10154,34	0,0	406,17	406,17	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202001	15736725,62	15736725,62	0,0	843331,5	843331,5	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202002	18353635,79	18353635,79	0,0	963120,46	963120,46	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202003	21937999,31	21937999,31	0,0	1220141,81	1220141,81	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202004	9729337,48	9729337,48	0,0	484464,21	484464,21	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202005	7430597,38	7430597,38	0,0	426063,79	426063,79	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202006	10808122,86	10808122,86	0,0	602030,33	602030,33	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202007	14471559,63	14471559,63	0,0	757457,55	757457,55	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202008	16461151,53	16461151,53	0,0	877517,49	877517,49	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202009	17657761,51	17657761,51	0,0	933608,97	933608,97	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202010	22022029,84	22022029,84	0,0	1169211,29	1169211,29	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202011	23056431,07	23056431,07	0,0	1268729,62	1268729,62	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S108	6108	Venda Merc Adq de Terceiros destin a Não Contribuinte	F	202012	18526353,57	18526353,57	0,0	978273,31	978273,31	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202001	400175,37	400175,37	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202002	760371,06	760371,06	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202003	313944,87	313944,87	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202004	237253,92	237253,92	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202005	297858,58	297858,58	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202006	61398,02	61398,02	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202007	419546,35	419546,35	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202008	116374,32	116374,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202009	109397,66	109397,66	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202010	38232,62	38232,62	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202011	180599,02	180599,02	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S110	6110	Venda Merc Adq de Terceiros p/Z.Franca	F	202012	93723,94	93723,94	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02z - Comércio - Outros	S114	5114	Venda Merc Adq de Terceiros Remetida Anteriormente em Consig Mercantil	D	202002	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202001	845132,29	845132,29	0,0	198,65	198,65	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202002	675707,24	675707,24	0,0	128,74	128,74	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202003	975487,41	975487,41	0,0	34,96	34,96	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202004	145763,87	145763,87	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202005	465257,74	465257,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202006	751119,3	751119,3	0,0	23,88	23,88	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202007	1217898,14	1217898,14	0,0	71,63	71,63	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202008	1072108,09	1072108,09	0,0	106,59	106,59	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202009	1035671,71	1035671,71	0,0	93,79	93,79	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202010	1657641,03	1657641,03	0,0	342,66	342,66	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202011	1490733,02	1490733,02	0,0	893,56	893,56	0,0	0,0	0,0	0,0
1-Receitas	11n - Transf.Produção Não ST	S151	6151	Transf.Produção	F	202012	1091618,81	1091618,81	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202001	162751,07	162751,07	0,0	29295,16	29295,16	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202002	154337,83	154337,83	0,0	25260,98	25260,98	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202003	116637,35	116637,35	0,0	20994,72	20994,72	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202004	91385,91	91385,91	0,0	3175,23	3175,23	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202005	111168,26	111168,26	0,0	20010,3	20010,3	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202006	551838,88	551838,88	0,0	99330,99	99330,99	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202007	43729,11	43729,11	0,0	7871,26	7871,26	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202008	47757,02	47757,02	0,0	8596,33	8596,33	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202009	40318,41	40318,41	0,0	7257,31	7257,31	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202010	26524,69	26524,69	0,0	4774,43	4774,43	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202011	93630,93	93630,93	0,0	16853,57	16853,57	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	5152	Transf.Merc Adq de Terceiros	D	202012	171359,88	171359,88	0,0	30844,77	30844,77	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202001	1333884,95	1333884,95	0,0	33728,19	33728,19	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202002	1191672,25	1191672,25	0,0	24029,45	24029,45	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202003	1300748,49	1300748,49	0,0	29332,45	29332,45	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202004	602051,79	602051,79	0,0	7288,8	7288,8	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202005	504577,61	504577,61	0,0	10841,63	10841,63	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202006	551248,51	551248,51	0,0	9817,02	9817,02	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202007	718041,33	718041,33	0,0	12370,14	12370,14	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202008	1102535,59	1102535,59	0,0	20897,23	20897,23	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202009	1347569,49	1347569,49	0,0	27978,46	27978,46	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202010	1554643,94	1554643,94	0,0	34144,34	34144,34	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202011	1383384,69	1383384,69	0,0	32749,75	32749,75	0,0	0,0	0,0	0,0
1-Receitas	12n - Transf.Comércio Não ST	S152	6152	Transf.Merc Adq de Terceiros	F	202012	1014185,54	1014185,54	0,0	22890,5	22890,5	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	1102	Compra para comercialização	D	202004	-8775,45	-8775,45	0,0	-1579,58	-1579,58	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	1102	Compra para comercialização	D	202007	-52164,48	-52164,48	0,0	-9205,5	-9205,5	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	1102	Compra para comercialização	D	202009	-21294,44	-21294,44	0,0	-3832,99	-3832,99	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	1102	Compra para comercialização	D	202010	-10098,88	-10098,88	0,0	-1817,79	-1817,79	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	1102	Compra para comercialização	D	202011	-82832,13	-82832,13	0,0	-14651,28	-14651,28	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	1102	Compra para comercialização	D	202012	-89754,28	-89754,28	0,0	-16155,77	-16155,77	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202001	-297353,92	-297353,92	0,0	-31028,2	-31028,2	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202002	-479142,39	-479142,39	0,0	-54167,8	-54167,8	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202003	-989521,21	-989521,21	0,0	-102271,32	-102271,32	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202004	-1017688,45	-1017688,45	0,0	-104001,15	-104001,15	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202005	-141487,33	-141487,33	0,0	-13323,92	-13323,92	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202006	-1206542,26	-1206542,26	0,0	-125900,0	-125900,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202007	-1409999,74	-1409999,74	0,0	-147130,31	-147130,31	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202009	-130694,31	-130694,31	0,0	-13637,64	-13637,64	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202010	-2150230,45	-2150230,45	0,0	-224371,69	-224371,69	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202011	-237471,58	-237471,58	0,0	-24779,63	-24779,63	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	2102	Compra para comercialização	F	202012	-18522,8	-18522,8	0,0	-1932,81	-1932,81	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202001	-36571389,25	-36571389,25	0,0	-2920879,55	-2920879,55	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202002	-24189645,57	-24189645,56	-0,01	-2068751,68	-2068751,68	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202003	-60243926,43	-60243926,43	0,0	-5753334,01	-5753334,01	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202004	-34759020,22	-34759020,22	0,0	-3439531,13	-3439531,13	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202005	-11308452,68	-11308452,68	0,0	-705478,37	-705478,37	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202006	-12400695,34	-12400695,16	-0,18	-831697,82	-831697,82	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202007	-15226202,43	-15226202,43	0,0	-1452668,09	-1452668,09	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202008	-12358841,84	-12358841,84	0,0	-1284600,3	-1284600,3	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202009	-32046165,23	-32046165,23	0,0	-2991982,75	-2991982,75	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202010	-38215145,87	-38215145,87	0,0	-3385115,91	-3385115,91	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202011	-47369905,34	-47369905,34	0,0	-4830092,65	-4830092,65	0,0	0,0	0,0	0,0
2-Compras Insumos	02n - Comércio Não ST	E102	3102	Compra para comercialização	I	202012	-44233299,42	-44233299,42	0,0	-3562965,02	-3562965,02	0,0	0,0	0,0	0,0
2-Compras Insumos	02s - Comércio ST	E403	1403	Compra para comercialização ST	D	202002	-15163,78	-15163,78	0,0	-1754,49	-1754,49	0,0	0,0	0,0	0,0
2-Compras Insumos	02s - Comércio ST	E403	1403	Compra para comercialização ST	D	202004	-1007,44	-1007,44	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02s - Comércio ST	E403	1403	Compra para comercialização ST	D	202006	-15093,6	-15093,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02s - Comércio ST	E403	1403	Compra para comercialização ST	D	202010	-1105,17	-1105,17	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02s - Comércio ST	E403	1403	Compra para comercialização ST	D	202012	-1134,72	-1134,72	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02z - Comércio - Outros	E911	1911	Entrada de amostra grátis	D	202004	-1242,36	-1242,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02z - Comércio - Outros	E911	1911	Entrada de amostra grátis	D	202005	-299,88	-299,88	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02z - Comércio - Outros	E911	1911	Entrada de amostra grátis	D	202011	-1032,24	-1032,24	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	02z - Comércio - Outros	E911	1911	Entrada de amostra grátis	D	202012	-1050,81	-1050,81	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202001	-352841,97	-352841,97	0,0	-21936,76	-21936,76	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202002	-325534,28	-325534,28	0,0	-28870,52	-28870,52	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202003	-147024,87	-147024,87	0,0	-12622,44	-12622,44	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202004	-1163829,24	-1163829,24	0,0	-77216,97	-77216,97	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202005	-593101,03	-593101,03	0,0	-39491,43	-39491,43	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202006	-477412,15	-477412,15	0,0	-32302,66	-32302,66	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202007	-907159,64	-907159,64	0,0	-56896,11	-56896,11	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202008	-1183205,58	-1183205,58	0,0	-99573,19	-99573,19	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202009	-1133931,07	-1133931,07	0,0	-88726,83	-88726,83	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202010	-1164313,57	-1164313,57	0,0	-85298,93	-85298,93	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202011	-798897,13	-798897,13	0,0	-63642,74	-63642,74	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	1353	Aquis.Serv.Transporte p/Estab.Comercial	D	202012	-570259,98	-570259,98	0,0	-47603,09	-47603,09	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202001	-514,53	-514,53	0,0	-47,43	-47,43	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202002	-1497,86	-1497,86	0,0	-149,23	-149,23	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202003	-2615,43	-2615,43	0,0	-156,66	-156,66	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202005	-198,93	-198,93	0,0	-14,39	-14,39	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202006	-3342,76	-3342,76	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202007	-9252,32	-9252,32	0,0	-90,84	-90,84	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202008	-1158,29	-1158,29	0,0	-90,7	-90,7	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202009	-17448,3	-17448,3	0,0	-664,06	-664,06	0,0	0,0	0,0	0,0
2-Compras Insumos	08 - Serv.Transporte	E353	2353	Aquis.Serv.Transporte p/Estab.Comercial	F	202010	-1847,05	-1847,05	0,0	-142,56	-142,56	0,0	0,0	0,0	0,0
